IP,Session_ID,Time,Student_ID,Subject,Date,Issue raised,Raised by (Student /Proctor),Time spent by proctor(minutes),time spent by student(minutes),Issue resolved or not,Camera visibility,Total session time,ADS
10.131.1.237,234768A8976N1074,2020-10-10 14:00:03,2019mc21968,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),6,Proctor,2020-10-10 00:04:32,2020-10-10 00:00:52,Y,2020-10-10 01:44:10,2020-10-10 01:59:34,23
10.131.1.67,234768A8976N1005,2020-10-10 14:00:11,2019mc21967,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:59:43,2020-10-10 01:59:43,22
10.131.1.115,234768A8976N1208,2020-10-10 14:00:33,2019mc21962,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),3,Student,2020-10-10 00:04:39,2020-10-10 00:01:33,Y,2020-10-10 01:59:15,2020-10-10 01:59:15,23
10.131.1.116,234768A8976N1207,2020-10-10 10:01:58,2019mc21963,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),1,Student,2020-10-10 00:03:03,2020-10-10 00:04:55,Y,2020-10-10 02:00:00,2020-10-10 02:00:00,23
10.131.1.116,234768A8976N1207,2020-10-10 10:01:58,2019mc21963,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),1,Student,2020-10-10 00:03:03,2020-10-10 00:04:55,Y,2020-10-10 02:00:00,2020-10-10 02:00:00,23
10.131.1.23,234768A8976N1082,2020-10-10 14:01:39,2019mc21960,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 02:00:00,2020-10-10 02:00:00,22
10.131.1.6,234768A8976N1019,2020-10-10 14:01:27,2019mc21959,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),5,Student,2020-10-10 00:03:03,2020-10-10 00:02:32,Y,2020-10-10 01:57:40,2020-10-10 01:57:40,22
10.131.1.166,234768A8976N1152,2020-10-10 10:01:25,2019mc21954,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),2,Student,2020-10-10 00:02:09,2020-10-10 00:00:30,Y,2020-10-10 02:00:00,2020-10-10 02:00:00,25
10.131.1.166,234768A8976N1152,2020-10-10 10:01:25,2019mc21954,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),2,Student,2020-10-10 00:02:09,2020-10-10 00:00:30,Y,2020-10-10 02:00:00,2020-10-10 02:00:00,25
10.131.1.165,234768A8976N1153,2020-10-10 14:01:54,2019mc21953,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:58:19,2020-10-10 01:58:19,21
10.131.1.222,234768A8976N1090,2020-10-10 14:01:15,2019mc21952,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),0,Null,2020-10-10 00:00:00,2020-10-10 00:00:00,null,2020-10-10 01:59:17,2020-10-10 01:59:17,21
10.131.1.52,234768A8976N1027,2020-10-10 14:00:39,2019mc21951,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),8,Proctor,2020-10-10 00:02:18,2020-10-10 00:01:26,Y,2020-10-10 01:58:50,2020-10-10 01:58:50,21
10.131.1.100,234768A8976N1224,2020-10-10 14:00:40,2019mc21946,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),4,Student,2020-10-10 00:02:18,2020-10-10 00:03:25,Y,2020-10-10 01:58:02,2020-10-10 01:58:02,24
10.131.1.158,234768A8976N1161,2020-10-10 14:00:10,2019mc21945,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),8,Proctor,2020-10-10 00:04:52,2020-10-10 00:01:46,Y,2020-10-10 01:57:20,2020-10-10 01:57:20,24
10.131.1.159,234768A8976N1160,2020-10-10 10:00:31,2019mc21946,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),1,Student,2020-10-10 00:03:52,2020-10-10 00:02:43,Y,2020-10-10 01:54:14,2020-10-10 01:55:49,22
10.101.2.112,234768A8976N1160,2020-10-10 10:00:31,2019mc21946,MODELS & APP IN OPR RESEARCH,10-10-2020 (FN),1,Student,2020-10-10 00:03:52,2020-10-10 00:02:43,Y,2020-10-10 01:54:14,2020-10-10 01:55:49,22
10.130.1.90,234768A8976N1291,2020-03-08 10:00:16,2019mc22007,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:56:06,2020-03-08 01:56:06,20
10.130.2.74,234768A8976N1228,2020-03-08 10:00:18,2019mc22006,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:56:41,2020-03-08 01:56:41,22
10.130.1.192,234768A8976N1425,2020-03-08 10:00:10,2019mc22001,ENGINEERING MATERIALS,08-03-2020 (FN),8,Proctor,2020-03-08 00:04:13,2020-03-08 00:03:03,Y,2020-03-08 01:56:26,2020-03-08 01:56:26,21
10.130.1.25,234768A8976N1362,2020-03-08 10:00:01,2019mc22000,ENGINEERING MATERIALS,08-03-2020 (FN),3,Student,2020-03-08 00:02:10,2020-03-08 00:04:26,Y,2020-03-08 01:59:43,2020-03-08 01:59:43,24
10.131.1.201,234768A8976N1113,2020-10-10 14:00:20,2019mc21993,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),2,Student,2020-10-10 00:04:02,2020-10-10 00:03:10,Y,2020-10-10 01:58:02,2020-10-10 01:58:02,21
10.131.1.201,234768A8976N1113,2020-10-10 14:00:20,2019mc21993,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),2,Student,2020-10-10 00:04:02,2020-10-10 00:03:10,Y,2020-10-10 01:58:02,2020-10-10 01:58:02,21
10.130.2.66,234768A8976N1236,2020-03-08 10:01:33,2019mc21998,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 02:00:00,2020-03-08 02:00:00,21
10.130.1.185,234768A8976N1433,2020-03-08 10:00:22,2019mc21993,ENGINEERING MATERIALS,08-03-2020 (FN),4,Student,2020-03-08 00:02:53,2020-03-08 00:02:14,Y,2020-03-08 01:59:15,2020-03-08 01:59:15,24
10.130.1.242,234768A8976N1370,2020-03-08 10:01:43,2019mc21992,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:57:12,2020-03-08 01:57:12,25
10.130.1.74,234768A8976N1307,2020-03-08 10:00:35,2019mc21991,ENGINEERING MATERIALS,08-03-2020 (FN),5,Student,2020-03-08 00:04:35,2020-03-08 00:01:10,Y,2020-03-08 01:59:36,2020-03-08 01:59:36,22
10.130.2.58,234768A8976N1244,2020-03-08 10:00:00,2019mc21990,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:59:00,2020-03-08 01:59:00,22
10.130.1.178,234768A8976N1441,2020-03-08 10:01:17,2019mc21985,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:56:44,2020-03-08 01:56:44,25
10.130.1.235,234768A8976N1378,2020-03-08 10:01:23,2019mc21984,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 02:00:00,2020-03-08 02:00:00,23
10.130.1.66,234768A8976N1315,2020-03-08 10:01:10,2019mc21983,ENGINEERING MATERIALS,08-03-2020 (FN),7,Proctor,2020-03-08 00:03:30,2020-03-08 00:01:35,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,51
10.131.1.81,234456GA8976N139,2020-10-10 14:00:52,2019mc21983,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),1,Student,2020-10-10 00:00:00,2020-10-10 00:01:32,Y,2020-10-10 02:00:00,2020-10-10 02:00:00,20
10.131.1.81,234456GA8976N139,2020-10-10 14:00:52,2019mc21983,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),1,Student,2020-10-10 00:00:00,2020-10-10 00:01:32,Y,2020-10-10 02:00:00,2020-10-10 02:00:00,20
10.130.1.170,234768A8976N1449,2020-03-08 10:01:04,2019mc21977,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:57:59,2020-03-08 01:57:59,24
10.130.1.228,234768A8976N1386,2020-03-08 10:00:25,2019mc21976,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:58:02,2020-03-08 01:58:02,22
10.130.1.58,234768A8976N1323,2020-03-08 10:00:38,2019mc21975,ENGINEERING MATERIALS,08-03-2020 (FN),6,Proctor,2020-03-08 00:01:15,2020-03-08 00:02:31,Y,2020-03-08 01:52:29,2020-03-08 01:59:51,22
10.130.2.42,234768A8976N1260,2020-03-08 10:00:12,2019mc21974,ENGINEERING MATERIALS,08-03-2020 (FN),6,Proctor,2020-03-08 00:02:49,2020-03-08 00:04:28,Y,2020-03-08 01:49:48,2020-03-08 01:57:31,23
10.130.1.163,234768A8976N1457,2020-03-08 10:00:04,2019mc21969,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.1.220,234768A8976N1394,2020-03-08 10:00:54,2019mc21968,ENGINEERING MATERIALS,08-03-2020 (FN),6,Proctor,2020-03-08 00:04:03,2020-03-08 00:02:36,Y,2020-03-08 01:49:09,2020-03-08 01:57:54,24
10.130.1.50,234768A8976N1331,2020-03-08 10:01:45,2019mc21967,ENGINEERING MATERIALS,08-03-2020 (FN),6,Proctor,2020-03-08 00:03:03,2020-03-08 00:02:39,Y,2020-03-08 01:42:57,2020-03-08 01:55:44,23
10.130.2.34,234768A8976N1268,2020-03-08 10:01:49,2019mc21966,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:58:28,2020-03-08 01:58:28,22
10.130.1.156,234768A8976N1465,2020-03-08 10:01:26,2019mc21961,ENGINEERING MATERIALS,08-03-2020 (FN),7,Proctor,2020-03-08 00:04:56,2020-03-08 00:02:08,Y,2020-03-08 01:59:09,2020-03-08 01:59:09,51
10.130.1.213,234768A8976N1402,2020-03-08 10:01:17,2019mc21960,ENGINEERING MATERIALS,08-03-2020 (FN),8,Proctor,2020-03-08 00:03:37,2020-03-08 00:01:54,Y,2020-03-08 01:58:37,2020-03-08 01:58:37,20
10.130.1.42,234768A8976N1339,2020-03-08 10:00:51,2019mc21959,ENGINEERING MATERIALS,08-03-2020 (FN),6,Proctor,2020-03-08 00:03:15,2020-03-08 00:04:29,Y,2020-03-08 01:47:52,2020-03-08 01:56:41,25
10.130.2.26,234768A8976N1276,2020-03-08 10:00:26,2019mc21958,ENGINEERING MATERIALS,08-03-2020 (FN),8,Proctor,2020-03-08 00:01:17,2020-03-08 00:02:04,Y,2020-03-08 01:59:26,2020-03-08 01:59:26,23
10.130.1.149,234768A8976N1473,2020-03-08 10:01:53,2019mc21953,ENGINEERING MATERIALS,08-03-2020 (FN),6,Proctor,2020-03-08 00:01:56,2020-03-08 00:02:16,Y,2020-03-08 01:47:07,2020-03-08 01:59:54,22
10.130.1.206,234768A8976N1410,2020-03-08 10:00:46,2019mc21952,ENGINEERING MATERIALS,08-03-2020 (FN),6,Proctor,2020-03-08 00:01:43,2020-03-08 00:01:55,Y,2020-03-08 01:44:16,2020-03-08 01:59:16,22
10.130.1.34,234768A8976N1347,2020-03-08 10:01:27,2019mc21951,ENGINEERING MATERIALS,08-03-2020 (FN),8,Proctor,2020-03-08 00:02:15,2020-03-08 00:02:09,Y,2020-03-08 01:57:45,2020-03-08 01:57:45,23
10.130.1.97,234768A8976N1284,2020-03-08 10:01:44,2019mc21950,ENGINEERING MATERIALS,08-03-2020 (FN),3,Student,2020-03-08 00:04:41,2020-03-08 00:03:21,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.1.141,234768A8976N1481,2020-03-08 10:01:56,2019mc21945,ENGINEERING MATERIALS,08-03-2020 (FN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:57:07,2020-03-08 01:57:07,22
10.130.1.199,234768A8976N1418,2020-03-08 14:00:38,2019mc22008,MECHANICAL TECHNOLOGY,08-03-2020 (AN),4,Student,2020-03-08 00:03:59,2020-03-08 00:01:49,Y,2020-03-08 01:58:26,2020-03-08 01:58:26,20
10.130.1.26,234768A8976N1355,2020-03-08 14:01:30,2019mc22007,MECHANICAL TECHNOLOGY,08-03-2020 (AN),8,Proctor,2020-03-08 00:04:20,2020-03-08 00:01:03,Y,2020-03-08 01:55:56,2020-03-08 01:55:56,24
10.130.1.89,234768A8976N1292,2020-03-08 14:01:33,2019mc22006,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:57:30,2020-03-08 01:57:30,22
10.130.2.73,234768A8976N1229,2020-03-08 14:01:04,2019mc22005,MECHANICAL TECHNOLOGY,08-03-2020 (AN),8,Proctor,2020-03-08 00:04:38,2020-03-08 00:04:50,Y,2020-03-08 01:56:45,2020-03-08 01:56:45,24
10.130.1.191,234768A8976N1426,2020-03-08 14:01:29,2019mc22000,MECHANICAL TECHNOLOGY,08-03-2020 (AN),3,Student,2020-03-08 00:03:22,2020-03-08 00:00:26,Y,2020-03-08 01:58:26,2020-03-08 01:58:26,21
10.130.1.249,234768A8976N1363,2020-03-08 14:01:00,2019mc21999,MECHANICAL TECHNOLOGY,08-03-2020 (AN),7,Proctor,2020-03-08 00:02:07,2020-03-08 00:03:21,Y,2020-03-08 01:55:15,2020-03-08 01:55:15,51
10.130.1.81,234768A8976N1300,2020-03-08 14:01:50,2019mc21998,MECHANICAL TECHNOLOGY,08-03-2020 (AN),8,Proctor,2020-03-08 00:02:51,2020-03-08 00:02:37,Y,2020-03-08 01:56:18,2020-03-08 01:56:18,25
10.130.2.65,234768A8976N1237,2020-03-08 14:00:45,2019mc21997,MECHANICAL TECHNOLOGY,08-03-2020 (AN),8,Proctor,2020-03-08 00:01:04,2020-03-08 00:02:51,Y,2020-03-08 01:59:08,2020-03-08 01:59:08,24
10.130.1.184,234768A8976N1434,2020-03-08 14:01:20,2019mc21992,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:56:56,2020-03-08 01:56:56,25
10.130.1.241,234768A8976N1371,2020-03-08 14:01:21,2019mc21991,MECHANICAL TECHNOLOGY,08-03-2020 (AN),5,Student,2020-03-08 00:04:28,2020-03-08 00:03:01,Y,2020-03-08 01:55:17,2020-03-08 01:55:17,24
10.130.1.73,234768A8976N1308,2020-03-08 14:00:01,2019mc21990,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:59:03,2020-03-08 01:59:03,21
10.131.1.172,234768A8976N1145,2020-10-10 14:01:41,2019mc21961,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),2,Student,2020-10-10 00:02:56,2020-10-10 00:03:06,N,2020-10-10 01:25:10,2020-10-10 02:00:00,21
10.113.0.121,NULL,2020-10-10 00:00:00,2019mc21961,ADVANCED FINANCIAL MODELLING,10-10-2020 (AN),2,Student,2020-10-10 00:02:56,2020-10-10 00:03:06,N,2020-10-10 01:25:10,2020-10-10 02:00:00,NULL
10.130.1.177,234768A8976N1442,2020-03-08 14:01:08,2019mc21984,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:59:52,2020-03-08 01:59:52,22
10.130.1.234,234768A8976N1379,2020-03-08 14:01:43,2019mc21983,MECHANICAL TECHNOLOGY,08-03-2020 (AN),3,Student,2020-03-08 00:03:25,2020-03-08 00:02:33,Y,2020-03-08 01:56:06,2020-03-08 01:56:06,24
10.130.1.27,234768A8976N1354,2020-03-08 10:00:05,2019mc22008,ENGINEERING MATERIALS,08-03-2020 (FN),2,Student,2020-03-08 00:03:46,2020-03-08 00:02:24,Y,2020-03-08 01:58:31,2020-03-08 01:58:31,22
10.130.1.27,234768A8976N1354,2020-03-08 10:00:05,2019mc22008,ENGINEERING MATERIALS,08-03-2020 (FN),2,Student,2020-03-08 00:03:46,2020-03-08 00:02:24,Y,2020-03-08 01:58:31,2020-03-08 01:58:31,22
10.130.2.49,234768A8976N1253,2020-03-08 14:01:44,2019mc21981,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 02:00:00,2020-03-08 02:00:00,21
10.130.1.17,234768A8976N1450,2020-03-08 14:00:17,2019mc21976,MECHANICAL TECHNOLOGY,08-03-2020 (AN),3,Student,2020-03-08 00:04:18,2020-03-08 00:00:07,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,23
10.130.1.227,234768A8976N1387,2020-03-08 14:00:37,2019mc21975,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:59:24,2020-03-08 01:59:24,25
10.130.1.57,234768A8976N1324,2020-03-08 14:01:17,2019mc21974,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:56:12,2020-03-08 01:56:12,22
10.130.2.41,234768A8976N1261,2020-03-08 14:01:04,2019mc21973,MECHANICAL TECHNOLOGY,08-03-2020 (AN),6,Proctor,2020-03-08 00:03:40,2020-03-08 00:01:59,Y,2020-03-08 01:51:53,2020-03-08 01:57:28,24
10.130.1.162,234768A8976N1458,2020-03-08 14:00:22,2019mc21968,MECHANICAL TECHNOLOGY,08-03-2020 (AN),6,Proctor,2020-03-08 00:01:27,2020-03-08 00:00:06,Y,2020-03-08 01:49:51,2020-03-08 01:55:38,21
10.130.1.22,234768A8976N1395,2020-03-08 14:01:54,2019mc21967,MECHANICAL TECHNOLOGY,08-03-2020 (AN),6,Proctor,2020-03-08 00:03:40,2020-03-08 00:03:29,Y,2020-03-08 01:47:54,2020-03-08 01:56:32,21
10.130.1.49,234768A8976N1332,2020-03-08 14:01:51,2019mc21966,MECHANICAL TECHNOLOGY,08-03-2020 (AN),7,Proctor,2020-03-08 00:02:58,2020-03-08 00:03:04,Y,2020-03-08 01:58:31,2020-03-08 01:58:31,60
10.130.2.33,234768A8976N1269,2020-03-08 14:01:06,2019mc21965,MECHANICAL TECHNOLOGY,08-03-2020 (AN),6,Proctor,2020-03-08 00:04:48,2020-03-08 00:03:26,Y,2020-03-08 01:47:59,2020-03-08 01:56:19,25
10.130.1.155,234768A8976N1466,2020-03-08 14:01:57,2019mc21960,MECHANICAL TECHNOLOGY,08-03-2020 (AN),5,Student,2020-03-08 00:01:51,2020-03-08 00:00:38,Y,2020-03-08 01:56:13,2020-03-08 01:56:13,24
10.130.1.212,234768A8976N1403,2020-03-08 14:01:40,2019mc21959,MECHANICAL TECHNOLOGY,08-03-2020 (AN),6,Proctor,2020-03-08 00:00:43,2020-03-08 00:03:05,Y,2020-03-08 01:49:16,2020-03-08 01:55:51,24
10.130.1.41,234768A8976N1340,2020-03-08 14:00:29,2019mc21958,MECHANICAL TECHNOLOGY,08-03-2020 (AN),6,Proctor,2020-03-08 00:00:30,2020-03-08 00:04:54,Y,2020-03-08 01:48:43,2020-03-08 01:55:11,22
10.130.2.25,234768A8976N1277,2020-03-08 14:00:03,2019mc21957,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 01:55:51,2020-03-08 01:55:51,24
10.130.1.148,234768A8976N1474,2020-03-08 14:00:58,2019mc21952,MECHANICAL TECHNOLOGY,08-03-2020 (AN),0,Null,2020-03-08 00:00:00,2020-03-08 00:00:00,null,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.1.205,234768A8976N1411,2020-03-08 14:01:28,2019mc21951,MECHANICAL TECHNOLOGY,08-03-2020 (AN),5,Student,2020-03-08 00:00:07,2020-03-08 00:01:30,Y,2020-03-08 01:56:55,2020-03-08 01:56:55,24
10.130.1.82,234768A8976N1299,2020-03-08 10:01:47,2019mc21999,ENGINEERING MATERIALS,08-03-2020 (FN),1,Student,2020-03-08 00:00:00,2020-03-08 00:01:11,Y,2020-03-08 01:59:43,2020-03-08 01:59:43,23
10.130.1.82,234768A8976N1299,2020-03-08 10:01:47,2019mc21999,ENGINEERING MATERIALS,08-03-2020 (FN),1,Student,2020-03-08 00:00:00,2020-03-08 00:01:11,Y,2020-03-08 01:59:43,2020-03-08 01:59:43,23
10.130.1.96,234768A8976N1285,2020-03-08 14:01:24,2019mc21949,MECHANICAL TECHNOLOGY,08-03-2020 (AN),4,Student,2020-03-08 00:04:03,2020-03-08 00:00:53,Y,2020-03-08 01:57:37,2020-03-08 01:57:37,23
10.130.2.50,234768A8976N1252,2020-03-08 10:01:28,2019mc21982,ENGINEERING MATERIALS,08-03-2020 (FN),2,Student,2020-03-08 00:03:57,2020-03-08 00:04:28,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.2.50,234768A8976N1252,2020-03-08 10:01:28,2019mc21982,ENGINEERING MATERIALS,08-03-2020 (FN),2,Student,2020-03-08 00:03:57,2020-03-08 00:04:28,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.1.194,234768A8976N1423,2020-03-07 10:00:40,2019mc22003,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:57:40,2020-03-07 01:57:40,25
10.130.1.251,234768A8976N1360,2020-03-07 10:01:59,2019mc22002,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 02:00:00,2020-03-07 02:00:00,22
10.130.1.84,234768A8976N1297,2020-03-07 10:01:57,2019mc22001,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),5,Student,2020-03-07 00:03:18,2020-03-07 00:02:07,Y,2020-03-07 01:58:30,2020-03-07 01:58:30,22
10.130.1.65,234768A8976N1316,2020-03-08 14:01:28,2019mc21982,MECHANICAL TECHNOLOGY,08-03-2020 (AN),2,Student,2020-03-08 00:02:27,2020-03-08 00:03:07,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.1.65,234768A8976N1316,2020-03-08 14:01:28,2019mc21982,MECHANICAL TECHNOLOGY,08-03-2020 (AN),2,Student,2020-03-08 00:02:27,2020-03-08 00:03:07,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.1.187,234768A8976N1431,2020-03-07 10:00:41,2019mc21995,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:58:11,2020-03-07 01:58:11,24
10.130.1.244,234768A8976N1368,2020-03-07 10:00:19,2019mc21994,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),6,Proctor,2020-03-07 00:02:22,2020-03-07 00:00:07,Y,2020-03-07 01:52:52,2020-03-07 01:58:36,22
10.130.1.33,234768A8976N1348,2020-03-08 14:00:33,2019mc21950,MECHANICAL TECHNOLOGY,08-03-2020 (AN),1,Student,2020-03-08 00:02:31,2020-03-08 00:03:47,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.1.33,234768A8976N1348,2020-03-08 14:00:33,2019mc21950,MECHANICAL TECHNOLOGY,08-03-2020 (AN),1,Student,2020-03-08 00:02:31,2020-03-08 00:03:47,Y,2020-03-08 02:00:00,2020-03-08 02:00:00,22
10.130.2.60,234768A8976N1242,2020-03-07 10:00:44,2019mc21992,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),6,Proctor,2020-03-07 00:04:21,2020-03-07 00:02:06,Y,2020-03-07 01:49:16,2020-03-07 01:57:54,24
10.130.1.18,234768A8976N1439,2020-03-07 10:01:05,2019mc21987,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),6,Proctor,2020-03-07 00:03:27,2020-03-07 00:01:04,Y,2020-03-07 01:53:00,2020-03-07 01:57:17,24
10.130.1.237,234768A8976N1376,2020-03-07 10:01:24,2019mc21986,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),6,Proctor,2020-03-07 00:00:45,2020-03-07 00:03:56,Y,2020-03-07 01:48:12,2020-03-07 01:56:01,21
10.130.1.68,234768A8976N1313,2020-03-07 10:00:59,2019mc21985,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),8,Proctor,2020-03-07 00:04:56,2020-03-07 00:03:47,Y,2020-03-07 01:56:15,2020-03-07 01:56:15,25
10.130.2.52,234768A8976N1250,2020-03-07 10:00:54,2019mc21984,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),8,Proctor,2020-03-07 00:02:20,2020-03-07 00:03:38,Y,2020-03-07 01:56:34,2020-03-07 01:56:34,20
10.130.1.172,234768A8976N1447,2020-03-07 10:01:45,2019mc21979,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),6,Proctor,2020-03-07 00:03:06,2020-03-07 00:00:55,Y,2020-03-07 01:49:01,2020-03-07 01:57:22,20
10.130.1.23,234768A8976N1384,2020-03-07 10:01:09,2019mc21978,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),6,Proctor,2020-03-07 00:03:26,2020-03-07 00:04:35,Y,2020-03-07 01:44:01,2020-03-07 01:56:17,23
10.130.1.60,234768A8976N1321,2020-03-07 10:01:13,2019mc21977,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),6,Proctor,2020-03-07 00:01:12,2020-03-07 00:03:53,Y,2020-03-07 01:40:56,2020-03-07 01:58:27,25
10.130.2.76,234768A8976N1226,2020-03-07 10:02:00,2019mc22008,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),2,Student,2020-03-07 00:02:32,2020-03-07 00:04:06,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,21
10.130.2.76,234768A8976N1226,2020-03-07 10:02:00,2019mc22008,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),2,Student,2020-03-07 00:02:32,2020-03-07 00:04:06,Y,2020-03-07 02:00:00,2020-03-07 02:00:00,21
10.130.1.165,234768A8976N1455,2020-03-07 10:00:15,2019mc21971,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),0,Null,2020-03-07 00:00:00,2020-03-07 00:00:00,null,2020-03-07 01:55:44,2020-03-07 01:55:44,21
10.130.1.222,234768A8976N1392,2020-03-07 10:01:13,2019mc21970,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),8,Proctor,2020-03-07 00:03:01,2020-03-07 00:01:35,Y,2020-03-07 01:56:10,2020-03-07 01:56:10,24
10.130.2.68,234768A8976N1234,2020-03-07 10:01:33,2019mc22000,ENVIRONMENTAL CHEMISTRY  ,07-03-2020 (FN),2,Student,2020-03-07 00:02:40,2020-03-07 00:02:17,Y,2020-03-07 01:49:03,2020-03-07 01:59:21,23
